STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,rep_airp,Reporting airport,schedule,Type of schedule,tra_cov,Transport coverage,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2004,,809478,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2005,,790317,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2006,,742356,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2007,,778209,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2008,,849442,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2009,,802056,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2010,,815257,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2011,,825149,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2012,,792343,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2013,,756493,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2014,,776193,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2015,,840491,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2016,,863812,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2017,,824854,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2018,,892936,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2019,,905816,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2020,,154280,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2021,,167367,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2022,,483303,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2023,,650864,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2024,,725381,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL,International transport,2025,,751836,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2004,,518595,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2005,,489162,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2006,,515305,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2007,,592005,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2008,,666009,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2009,,614728,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2010,,602935,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2011,,656862,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2012,,640127,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2013,,633295,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2014,,653076,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2015,,677211,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2016,,760026,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2017,,710360,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2018,,750696,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2019,,752290,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2020,,132779,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2021,,145168,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2022,,428091,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2023,,570709,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2024,,587905,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2025,,582843,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2004,,290883,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2005,,301155,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2006,,227051,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2007,,186204,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2008,,183433,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2009,,187328,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2010,,212322,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2011,,168287,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2012,,152216,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2013,,123198,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2014,,123117,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2015,,163280,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2016,,103786,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2017,,114494,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2018,,142240,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2019,,153526,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2020,,21501,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2021,,22199,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2022,,55212,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2023,,80155,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2024,,137476,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2025,,168993,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2004,,120466,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2005,,127202,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2006,,205232,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2007,,194877,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2008,,183182,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2009,,167244,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2010,,197200,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2011,,176063,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2012,,158765,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2013,,138292,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2014,,135515,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2015,,137241,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2016,,126396,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2017,,145183,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2018,,149583,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2019,,143432,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2020,,46852,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2021,,62125,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2022,,85530,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2023,,88392,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2024,,99980,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,NAT,National transport,2025,,87112,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2004,,929944,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2005,,917519,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2006,,947588,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2007,,973086,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2008,,1032624,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2009,,969300,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2010,,1012457,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2011,,1001212,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2012,,951108,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2013,,894785,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2014,,911708,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2015,,977732,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2016,,990208,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2017,,970037,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2018,,1042519,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_BRD,Passengers on board,AT_LOWG,GRAZ airport,TOT,Total,TOTAL,Total transport,2019,,1049248,,,,,
