STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,rep_airp,Reporting airport,schedule,Type of schedule,tra_cov,Transport coverage,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2023,,5141,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2024,,13511,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2025,,11908,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2005,,41,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2007,,14,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2012,,446,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2017,,268,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2018,,1901,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2019,,3566,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2023,,1589,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2024,,13193,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2025,,31,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2004,,8389,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2005,,18502,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2006,,23234,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2007,,35965,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2008,,40890,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2009,,38208,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2010,,39012,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2011,,39630,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2012,,34733,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2013,,31771,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2014,,30152,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2015,,26222,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2016,,20080,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2017,,20753,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2018,,23939,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2019,,23984,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2020,,11455,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2021,,17185,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2022,,22314,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2023,,39785,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2024,,46616,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,NAT,National transport,2025,,40445,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2004,,8406,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2005,,18543,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2006,,23234,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2007,,35979,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2008,,40895,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2009,,38208,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2010,,39012,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2011,,39630,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2012,,39830,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2013,,40150,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2014,,38300,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2015,,27836,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2016,,21246,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2017,,32716,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2018,,59905,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2019,,47342,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2020,,11455,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2021,,17185,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2022,,22314,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2023,,46515,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2024,,73320,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGST,SITIA/VITSENTZOS KORNAROS airport,TOT,Total,TOTAL,Total transport,2025,,52384,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2004,,4866,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2005,,4228,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2006,,4177,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2007,,4803,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2008,,3986,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2009,,3881,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2011,,8,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2013,,21,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2014,,2,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2015,,6496,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2016,,2168,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2017,,2251,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2018,,3936,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2019,,6147,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2020,,1884,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2021,,3252,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2022,,6735,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2023,,3616,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2024,,4490,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL,International transport,2025,,3773,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2004,,3853,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2005,,4146,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2006,,4177,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2007,,3622,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2008,,3986,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2009,,3881,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2011,,4,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2013,,15,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2014,,2,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2015,,6496,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2016,,2168,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2017,,2251,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2018,,3930,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2019,,6147,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2020,,1874,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2021,,3248,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2022,,6735,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2023,,3616,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2024,,4490,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_IEU27_2020,International transport Intra-EU27 (from 2020),2025,,3773,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2004,,1013,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2005,,82,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,EL_LGSY,SKIROS airport,TOT,Total,INTL_XEU27_2020,International transport Extra-EU27 (from 2020),2007,,1181,,,,,
