STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,schedule,Type of schedule,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2008-Q3,,10176121,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2008-Q4,,8328271,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2009-Q1,,8086705,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2009-Q2,,9107743,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2009-Q3,,10061332,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2009-Q4,,8672389,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2010-Q1,,8702024,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2010-Q2,,8938129,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2010-Q3,,10743686,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2010-Q4,,9232120,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2011-Q1,,9382096,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2011-Q2,,10508883,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2011-Q3,,11686829,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2011-Q4,,9862040,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2012-Q1,,9904603,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2012-Q2,,11080895,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2012-Q3,,12190860,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2012-Q4,,10059728,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2013-Q1,,10095200,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2013-Q2,,11401639,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2013-Q3,,12504406,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2013-Q4,,10216323,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2014-Q1,,10170693,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2014-Q2,,11872137,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2014-Q3,,13287101,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2014-Q4,,10797495,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2015-Q1,,10506927,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2015-Q2,,12352699,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2015-Q3,,13958705,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2015-Q4,,11208044,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2016-Q1,,11120335,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2016-Q2,,12760896,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2016-Q3,,14626987,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2016-Q4,,11997274,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2017-Q1,,11733873,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2017-Q2,,13867679,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2017-Q3,,15476664,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2017-Q4,,12486727,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2018-Q1,,12233762,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2018-Q2,,14559441,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2018-Q3,,16149934,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2018-Q4,,13196412,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2019-Q1,,12659342,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2019-Q2,,14962859,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2019-Q3,,16315057,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2019-Q4,,13257070,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2020-Q1,,9835108,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2020-Q2,,363077,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2020-Q3,,3939291,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2020-Q4,,1869335,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2021-Q1,,1282199,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2021-Q2,,2500119,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2021-Q3,,8217886,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2021-Q4,,7109504,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2022-Q1,,6878477,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2022-Q2,,11179630,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2022-Q3,,13395397,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2022-Q4,,11114864,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2023-Q1,,10701825,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2023-Q2,,13472957,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2023-Q3,,15305612,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2023-Q4,,12610137,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2024-Q1,,12153006,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2024-Q2,,14755304,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2024-Q3,,16344382,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2024-Q4,,13422148,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2025-Q1,,12411766,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2025-Q2,,15177820,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2025-Q3,,16861294,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CH,Switzerland,2025-Q4,,14280966,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2003-Q1,,798106,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2003-Q2,,1606403,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2003-Q3,,2333823,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2003-Q4,,1339071,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2004-Q1,,872686,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2004-Q2,,1775165,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2004-Q3,,2408119,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2004-Q4,,1365228,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2005-Q1,,914505,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2005-Q2,,1913679,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2005-Q3,,2561189,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2005-Q4,,1393148,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2006-Q1,,845248,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2006-Q2,,1940964,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2006-Q3,,2567544,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2006-Q4,,1360346,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2007-Q1,,888384,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2007-Q2,,1916413,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2007-Q3,,2734432,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2007-Q4,,1465086,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2008-Q1,,942993,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2008-Q2,,2022887,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2008-Q3,,2772202,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2008-Q4,,1480002,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2009-Q1,,859834,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2009-Q2,,1916218,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2009-Q3,,2566489,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2009-Q4,,1387246,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2010-Q1,,925407,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2010-Q2,,1892877,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2010-Q3,,2697055,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2010-Q4,,1432949,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2011-Q1,,881458,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2011-Q2,,2065204,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2011-Q3,,2822751,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2011-Q4,,1420974,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2012-Q1,,846993,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2012-Q2,,2112424,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2012-Q3,,2939621,,,,,
dataflow,ESTAT:AVIA_PAOC(1.0),"Air passenger transport by type of schedule, transport coverage and country",Q,Quarterly,PAS,Passenger,PAS_CRD,Passengers carried,TOTAL,Total transport,TOT,Total,CY,Cyprus,2012-Q4,,1429262,,,,,
