STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,aircraft,Aircraft,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2020-Q2,,3.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2020-Q3,,64.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2020-Q4,,116.9,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2021-Q1,,86.9,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2021-Q2,,124.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2021-Q3,,126.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2021-Q4,,129.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2022-Q1,,95.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2022-Q2,,97.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2022-Q3,,107.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2022-Q4,,119.1,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2023-Q1,,137.9,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2023-Q2,,135.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2023-Q3,,174.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2023-Q4,,160.6,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2024-Q1,,135,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2024-Q2,,165.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2024-Q3,,207,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2024-Q4,,202,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2025-Q1,,119.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2025-Q2,,160,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2025-Q3,,186.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,ME,Montenegro,2025-Q4,,150.1,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2015-Q1,,627,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2015-Q2,,643,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2015-Q3,,636,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2015-Q4,,741,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2016-Q1,,822,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2016-Q2,,658,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2016-Q3,,769,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2016-Q4,,690,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2018-Q1,,653,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2018-Q2,,703,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2018-Q3,,1126,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2018-Q4,,816,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2019-Q1,,673,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2019-Q2,,1095,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2019-Q3,,897,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2019-Q4,,742,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2020-Q1,,619,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2020-Q2,,348,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2020-Q3,,516,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2020-Q4,,649,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2021-Q1,,618,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2021-Q2,,842,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2021-Q3,,857,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2021-Q4,,722,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2022-Q1,,642,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2022-Q2,,711,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2022-Q3,,583,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2022-Q4,,699,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2023-Q1,,606.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2023-Q2,,586.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2023-Q3,,700.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2023-Q4,,833.5,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2024-Q1,,778.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2024-Q2,,1191.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2024-Q3,,727,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2024-Q4,,817.7,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2025-Q1,,768.5,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2025-Q2,,815.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2025-Q3,,819.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MK,North Macedonia,2025-Q4,,990.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2010-Q1,,4316.1,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2010-Q2,,4118,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2010-Q3,,3834.9,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2010-Q4,,4611,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2011-Q1,,4033.7,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2011-Q2,,4032,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2011-Q3,,3658.6,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2011-Q4,,4477.6,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2012-Q1,,4014.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2012-Q2,,4818.7,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2012-Q3,,3886,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2012-Q4,,3793.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2014-Q1,,3690.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2014-Q2,,4055.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2014-Q3,,3666.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2014-Q4,,4186.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2015-Q1,,3568.6,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2015-Q2,,3968.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2015-Q3,,4050.1,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2015-Q4,,4815.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2016-Q1,,3664.1,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2016-Q2,,3855.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2016-Q3,,3684.5,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2016-Q4,,4484.9,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2018-Q1,,4325,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2018-Q2,,4437.9,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2018-Q3,,4350.7,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2018-Q4,,4561.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2019-Q1,,4431.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2019-Q2,,3062,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2019-Q3,,2200.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2019-Q4,,2514.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2020-Q1,,1864.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2020-Q2,,3039.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2020-Q3,,4288.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2020-Q4,,4252.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2021-Q1,,3980.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2021-Q2,,3887.8,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2021-Q3,,4020.4,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2021-Q4,,4108.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2022-Q1,,3715.7,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2022-Q2,,4145.5,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2022-Q3,,4968.2,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2022-Q4,,4722.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2023-Q1,,4948.1,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2023-Q2,,4947.5,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2023-Q3,,4793,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2023-Q4,,5955.7,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2024-Q1,,5187.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2024-Q2,,5791.3,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,T,Tonne,FRM_BRD,Freight and mail on board,TOTAL,Total transport,TOTAL,Total,MT,Malta,2024-Q3,,6067.6,,,,,
