STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,tra_cov,Transport coverage,aircraft,Aircraft,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2010-Q1,,71409,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2010-Q2,,74201,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2010-Q3,,79356,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2010-Q4,,70608,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2011-Q1,,71382,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2011-Q2,,74757,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2011-Q3,,77634,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2011-Q4,,68976,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2012-Q1,,68718,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2012-Q2,,73629,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2012-Q3,,75776,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2012-Q4,,66300,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2014-Q1,,63811,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2014-Q2,,71097,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2014-Q3,,74573,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2014-Q4,,63676,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2015-Q1,,61858,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2015-Q2,,70673,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2015-Q3,,74795,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2015-Q4,,62392,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2016-Q1,,61212,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2016-Q2,,69095,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2016-Q3,,72917,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2016-Q4,,63118,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2018-Q1,,61166,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2018-Q2,,71516,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2018-Q3,,78165,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2018-Q4,,71297,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2019-Q1,,69212,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2019-Q2,,79244,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2019-Q3,,84272,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2019-Q4,,72996,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2020-Q1,,59075,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2020-Q2,,4413,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2020-Q3,,29192,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2020-Q4,,16050,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2021-Q1,,10598,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2021-Q2,,19708,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2021-Q3,,47399,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2021-Q4,,42405,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2022-Q1,,37737,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2022-Q2,,56689,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2022-Q3,,65692,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2022-Q4,,54858,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2023-Q1,,54078,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2023-Q2,,66095,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2023-Q3,,71678,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2023-Q4,,59780,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2024-Q1,,56672,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2024-Q2,,69341,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2024-Q3,,74906,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2024-Q4,,62785,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2025-Q1,,61047,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2025-Q2,,73310,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2025-Q3,,79243,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,AT,Austria,2025-Q4,,66445,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2021-Q1,,1123,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2021-Q2,,2174,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2021-Q3,,4179,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2021-Q4,,3128,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2022-Q1,,2112,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2022-Q2,,4305,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2022-Q3,,5367,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2022-Q4,,2999,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2023-Q1,,3045,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2023-Q2,,4229,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2023-Q3,,5151,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2023-Q4,,2802,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2024-Q1,,2592,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2024-Q2,,4069,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2024-Q3,,5501,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BA,Bosnia and Herzegovina,2024-Q4,,3373,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2010-Q1,,70081,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2010-Q2,,76806,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2010-Q3,,83883,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2010-Q4,,73367,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2011-Q1,,74400,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2011-Q2,,85149,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2011-Q3,,86729,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2011-Q4,,74767,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2012-Q1,,70492,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2012-Q2,,81545,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2012-Q3,,85527,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2012-Q4,,70339,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2014-Q1,,66841,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2014-Q2,,83774,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2014-Q3,,87751,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2014-Q4,,72248,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2015-Q1,,70543,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2015-Q2,,87610,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2015-Q3,,91139,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2015-Q4,,77453,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2016-Q1,,68286,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2016-Q2,,78186,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2016-Q3,,86157,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2016-Q4,,74180,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2018-Q1,,71252,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2018-Q2,,85577,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2018-Q3,,90329,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2018-Q4,,76136,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2019-Q1,,69826,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2019-Q2,,85744,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2019-Q3,,90566,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2019-Q4,,77874,,,,,
dataflow,ESTAT:AVIA_TF_ACC(1.0),Aircraft traffic data by reporting country,Q,Quarterly,FLIGHT,Flight,CAF,"Commercial air flights (passengers, freight and mail)",TOTAL,Total transport,TOTAL,Total,BE,Belgium,2020-Q1,,62176,,,,,
