FLIGHT_MONTH,YEAR,MONTH,STATE_NAME,STATE_CODE,CO2_QTY_TONNES,TF,NOTE
2026-01-01,2026,1,ALBANIA,LA,28740.93944,2158,FALSE
2026-01-01,2026,1,ARMENIA,UD,36583.42622,1636,FALSE
2026-01-01,2026,1,AUSTRIA,LO,233255.24306,11606,FALSE
2026-01-01,2026,1,BELGIUM,EB,477215.16854,11720,FALSE
2026-01-01,2026,1,BOSNIA AND HERZEGOVINA,LQ,9013.2048,834,FALSE
2026-01-01,2026,1,BULGARIA,LB,47766.33582,3421,FALSE
2026-01-01,2026,1,CANARY ISLANDS,GC,368112.24334,19825,FALSE
2026-01-01,2026,1,CROATIA,LD,21656.4036,2621,FALSE
2026-01-01,2026,1,CYPRUS,LC,55421.08498,2851,FALSE
2026-01-01,2026,1,CZECHIA,LK,102879.63402,5360,FALSE
2026-01-01,2026,1,DENMARK,EK,228724.92264,12352,TRUE
2026-01-01,2026,1,ESTONIA,EE,14694.77136,1649,FALSE
2026-01-01,2026,1,FINLAND,EF,204718.7245,9350,FALSE
2026-01-01,2026,1,FRANCE,LF,1685190.52028,62850,FALSE
2026-01-01,2026,1,GEORGIA,UG,73243.95256,2781,FALSE
2026-01-01,2026,1,GERMANY,ED,2025308.30634,64157,FALSE
2026-01-01,2026,1,GREECE,LG,160646.59828,14887,FALSE
2026-01-01,2026,1,HUNGARY,LH,137491.19588,5172,FALSE
2026-01-01,2026,1,ICELAND,BI,26558.8263,1501,FALSE
2026-01-01,2026,1,IRELAND,EI,230956.21334,11525,FALSE
2026-01-01,2026,1,ITALY,LI,1083415.27052,58295,FALSE
2026-01-01,2026,1,KOSOVO,BK,18220.21556,1229,FALSE
2026-01-01,2026,1,LATVIA,EV,29255.82682,2191,FALSE
2026-01-01,2026,1,LITHUANIA,EY,30502.9336,2260,FALSE
2026-01-01,2026,1,LUXEMBOURG,EL,153075.79856,2359,FALSE
2026-01-01,2026,1,MALTA,LM,40817.22678,2623,FALSE
2026-01-01,2026,1,"MOLDOVA, REPUBLIC OF",LU,28680.35476,1685,FALSE
2026-01-01,2026,1,MONACO,LN,8.16544,12,FALSE
2026-01-01,2026,1,MONTENEGRO,LY,4366.54854,579,FALSE
2026-01-01,2026,1,NETHERLANDS,EH,801348.12062,20434,FALSE
2026-01-01,2026,1,NORTH MACEDONIA,LW,12886.41882,1003,FALSE
2026-01-01,2026,1,NORWAY,EN,202816.3802,24857,TRUE
2026-01-01,2026,1,POLAND,EP,333973.37402,19037,FALSE
2026-01-01,2026,1,PORTUGAL,LP,418190.60828,17262,TRUE
2026-01-01,2026,1,ROMANIA,LR,134558.11156,8791,FALSE
2026-01-01,2026,1,SERBIA,LY,46292.5801,3483,FALSE
2026-01-01,2026,1,SLOVAKIA,LZ,16125.17328,1288,FALSE
2026-01-01,2026,1,SLOVENIA,LJ,6255.3865000000005,818,FALSE
2026-01-01,2026,1,SPAIN,LE,1387892.51406,59460,FALSE
2026-01-01,2026,1,SWEDEN,ES,165645.65486,13056,FALSE
2026-01-01,2026,1,SWITZERLAND,LS,469828.66934,19753,FALSE
2026-01-01,2026,1,TÜRKIYE,LT,1514320.07968,55621,FALSE
2026-01-01,2026,1,UNITED KINGDOM,EG,2711603.41606,77846,TRUE
2026-02-01,2026,2,ALBANIA,LA,24701.59992,1889,FALSE
2026-02-01,2026,2,ARMENIA,UD,30780.15114,1311,FALSE
2026-02-01,2026,2,AUSTRIA,LO,217305.87354,11502,FALSE
2026-02-01,2026,2,BELGIUM,EB,461566.89182,11731,FALSE
2026-02-01,2026,2,BOSNIA AND HERZEGOVINA,LQ,7813.09218,745,FALSE
2026-02-01,2026,2,BULGARIA,LB,44838.11888,3093,FALSE
2026-02-01,2026,2,CANARY ISLANDS,GC,344987.3726,19012,FALSE
2026-02-01,2026,2,CROATIA,LD,19157.431,2419,FALSE
2026-02-01,2026,2,CYPRUS,LC,54790.00194,2675,FALSE
2026-02-01,2026,2,CZECHIA,LK,98144.049,5300,FALSE
2026-02-01,2026,2,DENMARK,EK,212903.64642,12112,TRUE
2026-02-01,2026,2,ESTONIA,EE,14581.65044,1596,FALSE
2026-02-01,2026,2,FINLAND,EF,190347.24388,8872,FALSE
2026-02-01,2026,2,FRANCE,LF,1531631.6716,60986,FALSE
2026-02-01,2026,2,GEORGIA,UG,60843.42936,2281,FALSE
2026-02-01,2026,2,GERMANY,ED,1905968.9542,63795,FALSE
2026-02-01,2026,2,GREECE,LG,157846.1476,14229,FALSE
2026-02-01,2026,2,HUNGARY,LH,129668.95848,5001,FALSE
2026-02-01,2026,2,ICELAND,BI,22646.64446,1472,FALSE
2026-02-01,2026,2,IRELAND,EI,210622.18796,10822,FALSE
2026-02-01,2026,2,ITALY,LI,1030713.54266,58150,FALSE
2026-02-01,2026,2,KOSOVO,BK,14987.405999999999,1019,FALSE
2026-02-01,2026,2,LATVIA,EV,28255.53352,2078,FALSE
2026-02-01,2026,2,LITHUANIA,EY,29611.21722,2186,FALSE
2026-02-01,2026,2,LUXEMBOURG,EL,128528.39582,2397,FALSE
2026-02-01,2026,2,MALTA,LM,41008.19644,2645,FALSE
2026-02-01,2026,2,"MOLDOVA, REPUBLIC OF",LU,22660.58368,1371,FALSE
2026-02-01,2026,2,MONACO,LN,12.46304,21,FALSE
2026-02-01,2026,2,MONTENEGRO,LY,3936.64246,529,FALSE
2026-02-01,2026,2,NETHERLANDS,EH,776201.55694,21390,FALSE
2026-02-01,2026,2,NORTH MACEDONIA,LW,11382.32746,871,FALSE
2026-02-01,2026,2,NORWAY,EN,191954.9757,23406,TRUE
2026-02-01,2026,2,POLAND,EP,314677.62844,18715,FALSE
2026-02-01,2026,2,PORTUGAL,LP,391953.8407,16388,TRUE
2026-02-01,2026,2,ROMANIA,LR,119595.0958,8018,FALSE
2026-02-01,2026,2,SERBIA,LY,41576.4727,3113,FALSE
2026-02-01,2026,2,SLOVAKIA,LZ,16283.42654,1298,FALSE
2026-02-01,2026,2,SLOVENIA,LJ,6430.3159000000005,844,FALSE
2026-02-01,2026,2,SPAIN,LE,1309509.49148,59195,FALSE
2026-02-01,2026,2,SWEDEN,ES,160900.64756,13715,FALSE
2026-02-01,2026,2,SWITZERLAND,LS,428026.44706,19307,FALSE
2026-02-01,2026,2,TÜRKIYE,LT,1290916.11504,48113,FALSE
2026-02-01,2026,2,UNITED KINGDOM,EG,2500588.0587,78612,TRUE
2026-03-01,2026,3,ALBANIA,LA,32381.31948,2402,FALSE
2026-03-01,2026,3,ARMENIA,UD,33841.02144,1430,FALSE
2026-03-01,2026,3,AUSTRIA,LO,232336.99084,13298,FALSE
2026-03-01,2026,3,BELGIUM,EB,513051.49898,12989,FALSE
2026-03-01,2026,3,BOSNIA AND HERZEGOVINA,LQ,9369.45046,927,FALSE
2026-03-01,2026,3,BULGARIA,LB,58458.8016,3387,FALSE
2026-03-01,2026,3,CANARY ISLANDS,GC,386821.00062,21406,FALSE
2026-03-01,2026,3,CROATIA,LD,24270.68684,3046,FALSE
2026-03-01,2026,3,CYPRUS,LC,71947.49164,3027,FALSE
2026-03-01,2026,3,CZECHIA,LK,105094.8354,6575,FALSE
2026-03-01,2026,3,DENMARK,EK,240880.22576,14714,TRUE
2026-03-01,2026,3,ESTONIA,EE,17573.50976,1877,FALSE
2026-03-01,2026,3,FINLAND,EF,196397.27638,9536,FALSE
2026-03-01,2026,3,FRANCE,LF,1716201.94388,71938,FALSE
2026-03-01,2026,3,GEORGIA,UG,69083.95792,2368,FALSE
2026-03-01,2026,3,GERMANY,ED,2353214.62828,78390,FALSE
2026-03-01,2026,3,GREECE,LG,223942.37588,17738,FALSE
2026-03-01,2026,3,HUNGARY,LH,144733.97122,5762,FALSE
2026-03-01,2026,3,ICELAND,BI,29450.662900000003,1596,FALSE
2026-03-01,2026,3,IRELAND,EI,260523.40882,12920,FALSE
2026-03-01,2026,3,ITALY,LI,1210982.153,68975,FALSE
2026-03-01,2026,3,KOSOVO,BK,17075.51504,1156,FALSE
2026-03-01,2026,3,LATVIA,EV,34245.12414,2632,FALSE
2026-03-01,2026,3,LITHUANIA,EY,34140.29554,2655,FALSE
2026-03-01,2026,3,LUXEMBOURG,EL,182246.13162,3072,FALSE
2026-03-01,2026,3,MALTA,LM,48249.90046,3108,FALSE
2026-03-01,2026,3,"MOLDOVA, REPUBLIC OF",LU,25257.1676,1567,FALSE
2026-03-01,2026,3,MONACO,LN,19.36448,27,FALSE
2026-03-01,2026,3,MONTENEGRO,LY,5111.03374,653,FALSE
2026-03-01,2026,3,NETHERLANDS,EH,872826.62776,26269,FALSE
2026-03-01,2026,3,NORTH MACEDONIA,LW,13272.78616,1012,FALSE
2026-03-01,2026,3,NORWAY,EN,217645.49646,27441,TRUE
2026-03-01,2026,3,POLAND,EP,330735.45034,21685,FALSE
2026-03-01,2026,3,PORTUGAL,LP,479178.06038,20244,TRUE
