YEAR,MONTH,STATE_NAME,STATE_CODE,CO2_QTY_TONNES,TF,NOTE
2016,1,ALBANIA,LA,8134.369000000001,830,FALSE
2016,1,ARMENIA,UD,13408.554,699,FALSE
2016,1,AUSTRIA,LO,180094.749,12321,FALSE
2016,1,BELGIUM,EB,306512.54,12030,FALSE
2016,1,BOSNIA AND HERZEGOVINA,LQ,3937.134,433,FALSE
2016,1,BULGARIA,LB,32928.429000000004,2199,FALSE
2016,1,CANARY ISLANDS,GC,309534.124,14328,FALSE
2016,1,CROATIA,LD,13012.085,1931,FALSE
2016,1,CYPRUS,LC,36630.985,1587,FALSE
2016,1,CZECHIA,LK,61041.388,5030,FALSE
2016,1,DENMARK,EK,220757.542,13157,TRUE
2016,1,FINLAND,EF,182323.367,8846,FALSE
2016,1,FRANCE,LF,1521078.357,66377,FALSE
2016,1,GEORGIA,UG,16069.899000000001,873,FALSE
2016,1,GERMANY,ED,2150273.004,78105,FALSE
2016,1,GREECE,LG,103066.736,10620,FALSE
2016,1,HUNGARY,LH,52294.733,3579,FALSE
2016,1,ICELAND,BI,22688.298,1611,FALSE
2016,1,IRELAND,EI,162629.632,9323,FALSE
2016,1,ITALY,LI,867103.232,52663,FALSE
2016,1,KOSOVO,BK,7281.467000000001,570,FALSE
2016,1,LATVIA,EV,26543.019,2549,FALSE
2016,1,LITHUANIA,EY,20656.002,1882,FALSE
2016,1,LUXEMBOURG,EL,101645.842,2221,FALSE
2016,1,MALTA,LM,21173.322,1199,FALSE
2016,1,"MOLDOVA, REPUBLIC OF",LU,11144.74,810,FALSE
2016,1,MONACO,LN,17.089000000000002,28,FALSE
2016,1,MONTENEGRO,LY,4013.6980000000003,497,FALSE
2016,1,NETHERLANDS,EH,795682.157,20408,FALSE
2016,1,NORTH MACEDONIA,LW,7197.238,569,FALSE
2016,1,NORWAY,EN,215195.388,29542,TRUE
2016,1,POLAND,EP,153721.586,12414,FALSE
2016,1,PORTUGAL,LP,269756.7,12482,TRUE
2016,1,ROMANIA,LR,79288.35,5735,FALSE
2016,1,SERBIA,LY,22902.343,2245,FALSE
2016,1,SLOVAKIA,LZ,8851.547,946,FALSE
2016,1,SLOVENIA,LJ,6525.102,964,FALSE
2016,1,SPAIN,LE,931319.328,44974,FALSE
2016,1,SWEDEN,ES,240249.457,19920,FALSE
2016,1,SWITZERLAND,LS,419729.945,20052,FALSE
2016,1,TÜRKIYE,LT,968634.234,45154,FALSE
2016,1,UNITED KINGDOM,EG,2556727.992,84893,TRUE
2016,2,ALBANIA,LA,7244.245000000001,755,FALSE
2016,2,ARMENIA,UD,11573.208,591,FALSE
2016,2,AUSTRIA,LO,166600.637,12375,FALSE
2016,2,BELGIUM,EB,306749.642,12335,FALSE
2016,2,BOSNIA AND HERZEGOVINA,LQ,3872.2380000000003,440,FALSE
2016,2,BULGARIA,LB,29163.78,2158,FALSE
2016,2,CANARY ISLANDS,GC,290173.062,13757,FALSE
2016,2,CROATIA,LD,13081.632,1911,FALSE
2016,2,CYPRUS,LC,35803.492,1561,FALSE
2016,2,CZECHIA,LK,58107.105,4914,FALSE
2016,2,DENMARK,EK,214034.812,13675,TRUE
2016,2,FINLAND,EF,175430.722,9323,FALSE
2016,2,FRANCE,LF,1426198.852,68265,FALSE
2016,2,GEORGIA,UG,14296.239000000001,801,FALSE
2016,2,GERMANY,ED,2063420.638,80938,FALSE
2016,2,GREECE,LG,95695.96,10223,FALSE
2016,2,HUNGARY,LH,48982.813,3494,FALSE
2016,2,ICELAND,BI,21179.349000000002,1622,FALSE
2016,2,IRELAND,EI,149637.80000000002,9060,FALSE
2016,2,ITALY,LI,822453.419,51833,FALSE
2016,2,KOSOVO,BK,6363.17,511,FALSE
2016,2,LATVIA,EV,23337.707000000002,2323,FALSE
2016,2,LITHUANIA,EY,18918.594,1773,FALSE
2016,2,LUXEMBOURG,EL,93743.066,2249,FALSE
2016,2,MALTA,LM,21233.738,1176,FALSE
2016,2,"MOLDOVA, REPUBLIC OF",LU,8058.674,655,FALSE
2016,2,MONACO,LN,12.215,21,FALSE
2016,2,MONTENEGRO,LY,3569.4680000000003,471,FALSE
2016,2,NETHERLANDS,EH,751007.889,20765,FALSE
2016,2,NORTH MACEDONIA,LW,6726.335,539,FALSE
2016,2,NORWAY,EN,220004.852,30270,TRUE
2016,2,POLAND,EP,145542.536,12385,FALSE
2016,2,PORTUGAL,LP,247472.18,11818,TRUE
2016,2,ROMANIA,LR,74858.73,5816,FALSE
2016,2,SERBIA,LY,19772.481,2050,FALSE
2016,2,SLOVAKIA,LZ,9865.66,1028,FALSE
2016,2,SLOVENIA,LJ,6285.193,997,FALSE
2016,2,SPAIN,LE,903702.836,45646,FALSE
2016,2,SWEDEN,ES,240003.506,22160,FALSE
